,layer_id,name,D,M,N,alpha,alpha_weighted,best_fit,bulk_mean_loc_ratio,bulk_mean_part_ratio,bulk_mean_vec_entropy,bulk_var_loc_ratio,bulk_var_part_ratio,bulk_var_vec_entropy,entropy,has_esd,lambda_max,layer_type,log_alpha_norm,log_norm,log_spectral_norm,matrix_rank,max_rand_eval,norm,num_evals,num_pl_spikes,rand_W_scale,rand_bulk_max,rand_bulk_min,rand_distance,rand_mp_softrank,rand_num_spikes,rand_sigma_mp,rank_loss,rf,sigma,spectral_norm,stable_rank,sv_max,tail_mean_loc_ratio,tail_mean_part_ratio,tail_mean_vec_entropy,tail_var_loc_ratio,tail_var_part_ratio,tail_var_vec_entropy,warning,xmax,xmin
0,3,,0.09481256086071799,9.0,32.0,2.0764032676561524,2.978940623312744,lognormal,3.7338749572252805,1.3668522182413292,2.1427206989828504,0.8267463425244231,0.013045325765055536,0.005424707270168463,0.5640822150203748,1.0,27.20594464726586,LAYER_TYPE.CONV2D,3.091375534165364,1.8566072364270774,1.4346638101159306,81.0,15.361807950382492,71.87986229433284,81.0,17.0,1.061546178487942,0.48209889530606703,0.045409987873224714,0.19355755633601604,0.03138295289611815,74.0,0.4816392183853437,0.0,9.0,0.2610661393121361,27.20594464726586,2.6420645644280767,5.215931810066717,3.7959252585278547,1.3732782270938186,2.1779704914935727,0.6757525601581127,0.011947847530226189,0.00259503943726524,,27.20594464726586,0.7248236858505268
1,4,,0.1117440553175274,32.0,32.0,1.8143674656125182,3.004631469452574,truncated_power_law,10.505827402478461,1.8084072472526174,3.2139745359089162,4.380669042238673,0.018870703631026255,0.010362228997056295,0.7160763667536025,1.0,45.29199654898554,LAYER_TYPE.CONV2D,3.474052057610224,2.57596835709656,1.656021465551484,264.0,21.998523717342692,376.6763531650108,288.0,92.0,0.8744038584299617,5.2540287830698285,0.0,0.19725056895606816,0.23883551690006255,59.0,1.00213976078016,24.0,9.0,0.0849036774596696,45.29199654898554,8.316620636443277,6.729932878490359,9.749452556589153,1.766878706654461,3.214865876816518,3.848798625702304,0.014863237717750598,0.009576937331473438,over-trained,45.29199654898554,0.6493803675604591
2,5,,0.11423191976740688,32.0,32.0,2.6529982863745225,4.5857084878233865,truncated_power_law,9.995985536738596,1.7682924793908434,3.199457197513845,5.901439240880615,0.030018992240943877,0.015638556180231408,0.8284512541405016,1.0,53.51805949580823,LAYER_TYPE.CONV2D,5.011270607102791,2.9707610625512544,1.728500358019464,288.0,21.2837576644891,934.8911799897012,288.0,41.0,0.5550290475536044,13.329932928157291,0.0,0.1518181055682307,0.626296029972077,19.0,1.0132105402627003,0.0,9.0,0.25815496077852856,53.51805949580823,17.46870474746802,7.315603836718349,9.777433717888272,1.7630974393930252,3.145580400304061,6.01176269214208,0.02418753345019654,0.009251508394235296,,53.51805949580823,6.91325553793737
3,6,,0.07519106907099893,32.0,32.0,2.444027090418417,4.41805300571621,lognormal,10.657576519867707,1.8255981857331518,3.2221264576418265,2.9584559024515196,0.009808083818915656,0.007602050668385416,0.8330610735476348,1.0,64.22349834075479,LAYER_TYPE.CONV2D,5.139085022837789,3.144521011233707,1.8076939584822034,288.0,44.087002938435425,1394.8291380554556,288.0,61.0,0.45439729592204886,19.71728186753959,0.0,0.1208439025681395,0.4472357056131365,36.0,1.0088561947253338,0.0,9.0,0.18488872319575198,64.22349834075479,21.71836125548347,8.013956472352142,10.722427406233475,1.8199649837325542,3.208909887134371,3.8760660635916935,0.012378877058119433,0.006374686220688069,,64.22349834075479,6.792330305245683
4,7,,0.09903453095018377,50.0,39200.0,2.6440924049678904,11.845321608610577,truncated_power_law,14.401770577655691,1.9717154828497025,3.474528814176443,8.658420822006752,0.017890398073533743,0.017489332864147035,0.855390759492795,1.0,30193.932718562763,LAYER_TYPE.DENSE,12.08257879811277,5.282314567400872,4.4799196829713015,50.0,4131.577318015143,191564.2957708204,50.0,17.0,0.0161557721098175,4117.908340329281,3569.5067539834067,0.343294111501241,0.9966915837139826,0.0,1.0009815891662135,0.0,1.0,0.3987509790563752,30193.932718562763,6.3444632256549225,173.76401445225292,15.853735356917495,2.025987967091618,3.5156282686233093,10.298822446491087,0.017188025242305928,0.014093989940181429,,30193.932718562763,3626.0529696813664
5,10,,0.0648856475881181,50.0,1024.0,3.0399577542104357,8.137933310618237,lognormal,14.941334393725452,2.0008274284694973,3.4854784002342174,7.176067885496318,0.021301009393449973,0.016541500835574742,0.8399257173538394,1.0,475.32312976047587,LAYER_TYPE.DENSE,8.149796071975814,3.26785300676694,2.67698894806908,50.0,55.569976099801714,1852.9043750521846,50.0,16.0,0.16427009140058255,55.347701839440205,22.531825745176086,0.2889980146140003,0.996000101566315,0.0,1.000928355889525,0.0,1.0,0.5099894385526089,475.32312976047587,3.898199475346166,21.80190656251136,15.609219001782503,2.0281750904982996,3.5150607352967524,2.325022432407234,0.003101884282077289,0.004289340399272167,,475.32312976047587,36.47072135729923
6,12,,0.05119799781351497,1024.0,1024.0,2.565632792781379,7.734124605191823,truncated_power_law,195.39402131052577,4.032208801135176,3.9319999536247403,763.8407415226022,0.023455080232625162,0.014956632109823058,0.770477603969168,1.0,1033.9738834831985,LAYER_TYPE.DENSE,7.755178923372178,3.806181819466049,3.0145095693165542,1024.0,333.7086829455438,6400.027196087956,1024.0,119.0,0.3999991501249598,25.12249480562727,0.0,0.2511991075160334,0.07528271240615841,1.0,1.0024447725602497,0.0,1.0,0.14352132280407712,1033.9738834831985,6.189737766420048,32.155464286543875,103.74943500912033,3.164488320192149,3.2580641014143517,819.5997367117654,0.11722223064663168,0.09596440420221757,,1033.9738834831985,12.042352752134521
7,14,,0.5,2.0,1024.0,2.427527874745406,1.6739357098998433,truncated_power_law,1.042547312264489,1.0009039076120991,0.6931471834076062,0.0,0.0,0.0,0.7172107209061304,1.0,4.892873074739876,LAYER_TYPE.DENSE,1.688178586190352,0.7852021275098919,0.6895639499403904,2.0,3.7118572546503654,6.098206513641431,2.0,2.0,0.5726825288884433,3.345393158920549,2.8030056941334522,0.16532314271125487,0.9012720396856061,0.0,1.0031277637283267,0.0,1.0,1.0094146405652968,4.892873074739876,1.2463447182237881,2.2119839680114946,1.042547312264489,1.0009039076120991,0.6931471831831573,0.0,0.0,0.0,,4.892873074739876,1.2053334389015546
