,layer_id,name,D,M,N,alpha,alpha_weighted,best_fit,bulk_mean_loc_ratio,bulk_mean_part_ratio,bulk_mean_vec_entropy,bulk_var_loc_ratio,bulk_var_part_ratio,bulk_var_vec_entropy,entropy,has_esd,lambda_max,layer_type,log_alpha_norm,log_norm,log_spectral_norm,matrix_rank,max_rand_eval,norm,num_evals,num_pl_spikes,rand_W_scale,rand_bulk_max,rand_bulk_min,rand_distance,rand_mp_softrank,rand_num_spikes,rand_sigma_mp,rank_loss,rf,sigma,spectral_norm,stable_rank,sv_max,tail_mean_loc_ratio,tail_mean_part_ratio,tail_mean_vec_entropy,tail_var_loc_ratio,tail_var_part_ratio,tail_var_vec_entropy,warning,xmax,xmin
0,3,,0.10804235048309596,9.0,32.0,1.9295551375250608,2.5383547426711983,truncated_power_law,4.089933837824862,1.4161294306426826,2.1676029053943346,0.6725678438034705,0.01002904400069589,0.0036852630871897388,0.683011981036714,1.0,20.678209699924214,LAYER_TYPE.CONV2D,2.6538108097791104,1.839063848136347,1.3155129352390587,81.0,10.30179964916487,69.03412874340567,81.0,29.0,1.083204823791545,0.9915504301381596,0.09339638287218857,0.17122295645264562,0.0962502149047852,44.0,0.7048275521111327,0.0,9.0,0.17261405561693213,20.678209699924214,3.3384964049212966,4.547329952832125,4.358826783695589,1.4377385521498214,2.170667216369668,1.1699509717774341,0.012755931543267636,0.00338540901726771,over-trained,20.678209699924214,0.4394944173880852
1,4,,0.06958273893568456,32.0,32.0,2.077096890934642,3.5880034722693273,truncated_power_law,8.6417859603189,1.6784297312733012,3.1350889421924233,4.169198665948145,0.021517862006483396,0.01567293850420726,0.6246040567910273,1.0,53.38419070542842,LAYER_TYPE.CONV2D,3.666079636792356,2.2926516432442043,1.727412663284482,272.0,21.26410660040623,196.17860556266317,288.0,57.0,1.2116311279981102,2.701200384219529,0.0,0.2367892149263514,0.12703098394775378,61.0,0.9956778090757576,16.0,9.0,0.14266496837370918,53.38419070542842,3.6748446116785387,7.306448569957118,7.710558546034562,1.5971489875927525,2.9808996307296374,9.052674417782397,0.052888899507044895,0.0547052006529904,,53.38419070542842,0.6791113360028096
2,5,,0.12264089596694394,32.0,32.0,2.4463872878700506,3.8949027186658376,lognormal,8.645404829289939,1.6867517944354014,3.102342992803956,5.7109421643917395,0.029001341948278168,0.03471442100002303,0.7596539268103412,1.0,39.093440264393756,LAYER_TYPE.CONV2D,4.22379300275233,2.6462994691499637,1.5921038904910834,288.0,19.124316728623153,442.8936658372507,288.0,36.0,0.8063925546251212,6.269440220562607,0.0,0.2226731181547328,0.3278255798377991,37.0,1.0095571210712382,0.0,9.0,0.24106454797834176,39.093440264393756,11.329104393010853,6.252474731207936,8.136778563423452,1.6626801503340043,3.041447826267318,2.6711069286064895,0.013241145176912298,0.010918453162704863,,39.093440264393756,3.6451526995730354
3,6,,0.11184772703487594,32.0,32.0,2.4311956442322407,3.868947159548294,lognormal,9.81389663904706,1.7537809498326646,3.171931879283663,6.276851766938519,0.036169258063810335,0.022238540790612386,0.8263766625727924,1.0,39.02800146396364,LAYER_TYPE.CONV2D,4.559252933545272,2.9308708083803996,1.5913763126085594,288.0,30.779775797640212,852.8463760614754,288.0,69.0,0.5811133326411321,12.114108979808917,0.0,0.13018168669848998,0.3935736588678358,30.0,1.0112920244146166,0.0,9.0,0.17229570856353532,39.02800146396364,21.85216624143432,6.24723950749158,10.338963699230826,1.8043660969314759,3.191382691756066,3.3576685883227486,0.011006504059971733,0.010445556671800643,,39.02800146396364,3.996713600123732
4,7,,0.10433918294316458,50.0,39200.0,2.3982881200950725,10.219356150864124,truncated_power_law,16.518026303394805,2.0567454569102734,3.5528237703536707,8.51394654622008,0.012351191831025937,0.009844535425268834,0.8858803995286029,1.0,18243.343584902916,LAYER_TYPE.DENSE,10.674799870553189,5.209279275029399,4.261104437468093,50.0,3482.744907295674,161912.08859494847,50.0,24.0,0.017572977972622757,3479.7695647188903,3016.3519770274333,0.30978751048537945,0.9991456903517251,0.0,1.0008768419119747,0.0,1.0,0.2854243673023711,18243.343584902916,8.875132337524855,135.06792211662588,16.75487451049854,2.064933346529028,3.5411715300775684,11.297283037695884,0.019553768282592913,0.011712937842176793,,18243.343584902916,2215.4489048061896
5,10,,0.05363805438236752,50.0,1024.0,3.2883979370151795,8.457310864827773,lognormal,15.938252357353035,2.0330779890548043,3.521636910291066,10.093978327341453,0.022043623324493493,0.011713992814566622,0.8951817452559918,1.0,373.1329245949041,LAYER_TYPE.DENSE,8.478970839245585,3.3071958804897044,2.5718635721150966,50.0,61.3895198625838,2028.5974745670346,50.0,21.0,0.15699544853148348,60.60640935413296,24.672624322678573,0.22887125051649185,0.9872435798454886,0.0,1.0010160410920912,0.0,1.0,0.49936936983584984,373.1329245949041,5.4366616850266,19.316648896609994,16.084459437219174,2.0532168209722865,3.510752279717906,5.108205007289202,0.008110846610597808,0.002056576759887097,,373.1329245949041,37.11402245012656
6,12,,0.05032943100457343,1024.0,1024.0,3.3731404056633743,11.37332853294433,lognormal,172.53423798158636,3.862596391233184,3.8098372134405074,722.7419527927681,0.030746381517697038,0.025171152484614382,0.7676655570164453,1.0,2353.6014073630095,LAYER_TYPE.DENSE,11.374290102129699,4.189586855459028,3.371732915074909,1024.0,723.6771767964282,15473.439295445507,1024.0,59.0,0.2572506913540852,60.80183026402407,0.0,0.2683887333309304,0.08401789114475244,1.0,1.002962929244382,0.0,1.0,0.3089565650179053,2353.6014073630095,6.57436694549824,48.51393003419749,110.24763250300856,3.3010518363929755,3.2319905221408085,713.5055755803039,0.05739319275795561,0.04359721960917896,,2353.6014073630095,62.667110770918676
7,14,,0.49314511561906715,4.0,1024.0,1.5679953743443478,2.686300074404913,truncated_power_law,1.9739046515649097,1.1888055884685134,1.3862943647709751,0.0,0.0,0.0,0.6434666059509918,1.0,51.66621324228381,LAYER_TYPE.DENSE,2.970554806280394,2.0232190097642997,1.7132066320847286,4.0,34.204843629638916,105.49187457941301,4.0,4.0,0.19472445221273527,30.083918103676016,23.421735547844655,0.3523434980143709,0.8795221644459713,0.0,1.0052145147265152,0.0,1.0,0.2839976871721739,51.66621324228381,2.041796136378698,7.187921343635016,1.4917951382497214,1.0809488443260629,1.2707698335827649,0.11999757201828747,0.0058195563548806,0.026691834092646968,over-trained,51.66621324228381,1.9557148340006614
