,layer_id,name,D,M,N,alpha,alpha_weighted,best_fit,bulk_mean_loc_ratio,bulk_mean_part_ratio,bulk_mean_vec_entropy,bulk_var_loc_ratio,bulk_var_part_ratio,bulk_var_vec_entropy,entropy,has_esd,lambda_max,layer_type,log_alpha_norm,log_norm,log_spectral_norm,matrix_rank,max_rand_eval,norm,num_evals,num_pl_spikes,rand_W_scale,rand_bulk_max,rand_bulk_min,rand_distance,rand_mp_softrank,rand_num_spikes,rand_sigma_mp,rank_loss,rf,sigma,spectral_norm,stable_rank,sv_max,tail_mean_loc_ratio,tail_mean_part_ratio,tail_mean_vec_entropy,tail_var_loc_ratio,tail_var_part_ratio,tail_var_vec_entropy,warning,xmax,xmin
0,3,,0.12058467561609121,9.0,32.0,1.9974006498071364,2.9497625252550046,truncated_power_law,4.00759768982087,1.398674199539477,2.148800675018638,0.7131503430302515,0.010736522432258713,0.006954434408463096,0.4878659568868688,1.0,29.977859762173143,LAYER_TYPE.CONV2D,3.0371186392577245,1.818763757111048,1.4768006236204168,81.0,15.260532521529887,65.88154223540431,81.0,14.0,1.1088189279118252,0.3048589169979864,0.028715352511094548,0.2449791894382731,0.019976951431274422,81.0,0.4000598480594591,0.0,9.0,0.26656653635171434,29.977859762173143,2.1976733081704314,5.4752040840660126,3.874878429902793,1.3790652049786007,2.145357694506263,0.8151133675471058,0.013582144399192269,0.011275794641636774,over-trained,29.977859762173143,0.7168655814531517
1,4,,0.0729108509312309,32.0,32.0,2.130129747679601,3.535168100020406,lognormal,8.942264262397105,1.7040912144043299,3.151796247698742,4.704729793167849,0.0240778049151773,0.01487121966647325,,1.0,45.6669744695305,LAYER_TYPE.CONV2D,3.7734708361805405,2.2968106204409096,1.6596022396623233,272.0,25.04017517265931,198.06631444448095,288.0,51.0,1.2058434638033035,2.697131433426256,0.0,0.19962478162099595,0.10771216314697275,71.0,0.990175082540959,16.0,9.0,0.15824981780433453,45.6669744695305,4.337189330916436,6.757734418392787,7.286998917835983,1.5706805025312953,2.9749640326395634,6.441395559309533,0.043904363953455254,0.05190341112735214,,45.6669744695305,0.7083945879512734
2,5,,0.09681652803074503,32.0,32.0,1.825610504292448,3.2329192203689487,truncated_power_law,9.977779456780477,1.7773836338196025,3.2028326996201457,4.115128778722509,0.01814717922921256,0.010538773506858574,0.7167091480927853,1.0,59.00246961004829,LAYER_TYPE.CONV2D,3.5598654922866415,2.619999067450853,1.7708701898721444,288.0,14.785586422117994,416.86848833860586,288.0,86.0,0.831183111085092,5.906283864324202,0.0,0.2742832463137656,0.39946226654148115,35.0,1.0100058109632184,0.0,9.0,0.08902787026374397,59.00246961004829,7.065271862241033,7.681306504107767,9.14504627191235,1.7048672971270555,3.1808163781406393,6.108734241481428,0.029458065450506707,0.009160237258055313,over-trained,59.00246961004829,0.7831806026896592
3,6,,0.13756100813642508,32.0,32.0,2.013803612654825,3.110425870141697,truncated_power_law,8.390896377660285,1.660957668881567,3.0797696046207585,7.147918651182114,0.035297410007046844,0.03722294865209289,0.7868314611417642,1.0,35.03908295450962,LAYER_TYPE.CONV2D,4.08416983562549,2.896735416681679,1.5445527312572351,288.0,19.938521322206338,788.3796702017314,288.0,66.0,0.6044056779125547,11.182584638781847,0.0,0.19894388116515246,0.560853257775307,44.0,1.0105775283573624,0.0,9.0,0.12479059824191631,35.03908295450962,22.500008668185334,5.919381974033237,8.62032971579383,1.7019304551680858,3.0537979352817177,3.1937291888445087,0.016070672079909733,0.018916060607142106,,35.03908295450962,2.7830453189101356
4,7,,0.11636100202695199,50.0,39200.0,4.365680214758483,17.43002237995432,truncated_power_law,15.731144103289244,2.0239808447878977,3.5107691458530406,18.896374377316693,0.027830705290954983,0.011284500702209046,0.9441240508697534,1.0,9829.017463217868,LAYER_TYPE.DENSE,17.74607498093313,5.140184536951396,3.992510106679579,50.0,2968.799474823153,138097.0931119623,50.0,12.0,0.019027982077816512,2966.8247108980645,2571.7184473777506,0.22031830586211257,0.9993348274473114,0.0,1.0006880439699306,0.0,1.0,0.971588188998504,9829.017463217868,14.049938727726246,99.14140135794868,16.636158437224342,2.0506206789045542,3.539995015729311,1.8793697628711272,0.005506426253579753,0.004694076717085975,,9829.017463217868,3974.7262877269177
5,10,,0.09274971931281917,50.0,1024.0,3.9614734245661714,10.356493564684065,lognormal,16.115780928854573,2.038100026906999,3.4715707124854496,17.195464408491233,0.038824206472302385,0.04092477749106069,0.9481456631858598,1.0,411.43708156383724,LAYER_TYPE.DENSE,10.37538331558994,3.516538096961361,2.6143034307539814,50.0,97.55936470883219,3285.0205973107763,50.0,19.0,0.1233718149227927,98.35173146974608,40.03859241782537,0.1525024253631752,1.0081218934059146,0.0,1.0020782971831137,0.0,1.0,0.6794085990350138,411.43708156383724,7.984259913629304,20.283911890062953,15.181179986271301,2.0152210570178326,3.526876938645004,4.826350649103013,0.015805398096814777,0.009754104691680796,,411.43708156383724,64.01565340056412
6,12,,0.05778408180363548,1024.0,1024.0,2.910766472707701,10.19814719118933,lognormal,162.995407434339,3.7870730610413426,3.7663969877551886,453.3704212131762,0.017574691091245407,0.013730371575303267,0.7841075441863451,1.0,3188.5638189940755,LAYER_TYPE.DENSE,10.21009385603248,4.378060464179761,3.503595113799233,1024.0,1254.8262695380035,23881.43746500668,1024.0,120.0,0.20707122190430904,93.66954117833455,0.0,0.2412298429276904,0.07464741809463504,1.0,1.0020489724631179,0.0,1.0,0.17442831653776456,3188.5638189940755,7.489716004034935,56.4673695065927,115.6536248235473,3.3534840947972153,3.337356949334727,694.6733209891676,0.09550760518218375,0.07869573051477967,,3188.5638189940755,53.98602430379133
7,14,,0.2500000000000001,12.0,1024.0,4.503652363365539,9.983389333906668,truncated_power_law,3.1870749377504644,1.2964103920508723,1.9465989058752105,1.2057077290714904,0.018006813993666302,0.018236701202812258,0.7445250566586659,1.0,164.71448134866515,LAYER_TYPE.DENSE,10.085272476421762,2.742437866776246,2.216731783100188,12.0,66.983102874163,552.6343385323166,12.0,4.0,0.14735731160613869,57.864400968672605,37.46421488916742,0.36714235465714423,0.8638656390310683,1.0,1.0114360667108713,0.0,1.0,1.7518261816827696,164.71448134866515,3.3551047485770757,12.834113968196837,3.0601717763236596,1.3040270481731981,1.9792045198703783,0.7783584668766282,0.020184459158155532,0.0068065959447623885,,164.71448134866515,79.94689241491129
